model,model_key,sample_idx,geometry,fluid_model,relative_l2,target_max,prediction_min,prediction_max,has_negative_prediction
Geometry-channel-aware,geometry_channel_aware,303,sinusoidal,newtonian,0.5702828764915466,0.20553143322467804,0.0,0.34731191396713257,False
Geometry-channel-aware,geometry_channel_aware,306,sinusoidal,power_law,0.5939702987670898,0.0773938000202179,0.0,0.12625917792320251,False
Geometry-channel-aware,geometry_channel_aware,307,sinusoidal,newtonian,0.09729265421628952,0.24177706241607666,0.0,0.2658778727054596,False
Geometry-channel-aware,geometry_channel_aware,312,sinusoidal,power_law,0.33364352583885193,0.2984110116958618,0.0,0.20362550020217896,False
Geometry-channel-aware,geometry_channel_aware,314,sinusoidal,power_law,0.6977989673614502,0.261457234621048,0.0,0.448855459690094,False
Geometry-channel-aware,geometry_channel_aware,318,sinusoidal,newtonian,0.34626320004463196,0.31523147225379944,0.0,0.4075296223163605,False
Geometry-channel-aware,geometry_channel_aware,320,sinusoidal,power_law,0.026770785450935364,0.9133955836296082,0.0,0.8811405897140503,False
Geometry-channel-aware,geometry_channel_aware,323,sinusoidal,power_law,1.2787387371063232,0.38779664039611816,0.0,0.8675723671913147,False
Geometry-channel-aware,geometry_channel_aware,331,sinusoidal,power_law,0.31470730900764465,0.08944608271121979,0.0,0.06269919872283936,False
Geometry-channel-aware,geometry_channel_aware,352,sinusoidal,power_law,0.04561232402920723,0.6843958497047424,0.0,0.6887437701225281,False
Geometry-channel-aware,geometry_channel_aware,358,sinusoidal,newtonian,0.23195351660251617,0.1883573979139328,0.0,0.14377494156360626,False
Geometry-channel-aware,geometry_channel_aware,366,sinusoidal,newtonian,0.0242305900901556,0.26343202590942383,0.0,0.25302332639694214,False
Geometry-channel-aware,geometry_channel_aware,371,sinusoidal,power_law,0.2915937006473541,0.18076668679714203,0.0,0.11961495131254196,False
Geometry-channel-aware,geometry_channel_aware,381,sinusoidal,newtonian,0.09176020324230194,0.36557167768478394,0.0,0.32262879610061646,False
Geometry-channel-aware,geometry_channel_aware,386,sinusoidal,power_law,0.07244407385587692,0.1992417722940445,0.0,0.19709184765815735,False
Geometry-channel-aware,geometry_channel_aware,398,sinusoidal,newtonian,1.3092100620269775,0.41800808906555176,0.0,0.9342690706253052,False
Geometry-channel-aware,geometry_channel_aware,401,sinusoidal,power_law,0.1630992591381073,0.1430584192276001,0.0,0.15757378935813904,False
Geometry-channel-aware,geometry_channel_aware,405,sinusoidal,newtonian,0.3794138431549072,0.1322673261165619,0.0,0.07712531089782715,False
Geometry-channel-aware,geometry_channel_aware,406,sinusoidal,power_law,0.19601480662822723,0.22641345858573914,0.0,0.18501749634742737,False
Geometry-channel-aware,geometry_channel_aware,408,sinusoidal,newtonian,0.01376398466527462,0.257407546043396,0.0,0.25899654626846313,False
Geometry-channel-aware,geometry_channel_aware,409,sinusoidal,newtonian,0.14531514048576355,0.16433367133140564,0.0,0.17128103971481323,False
Geometry-channel-aware,geometry_channel_aware,412,sinusoidal,power_law,0.04050507768988609,0.5959109663963318,0.0,0.5993070602416992,False
Geometry-channel-aware,geometry_channel_aware,425,sinusoidal,newtonian,0.34464317560195923,0.6420634984970093,0.0,0.8522738814353943,False
