run,arch,sampling,held_out,seed,epochs,batch_size,learning_rate,dataset_sha256,git_commit,git_dirty,device,wall_clock_seconds
unconstrained__uniform__holdout-expanded__seed-02,unconstrained,uniform,expanded,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.865403790958226
unconstrained__uniform__holdout-expanded__seed-03,unconstrained,uniform,expanded,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.152332750149071
unconstrained__uniform__holdout-expanded__seed-04,unconstrained,uniform,expanded,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.008060375228524
unconstrained__uniform__holdout-hyperbolic__seed-00,unconstrained,uniform,hyperbolic,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.688131041824818
unconstrained__uniform__holdout-hyperbolic__seed-01,unconstrained,uniform,hyperbolic,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.797126332297921
unconstrained__uniform__holdout-hyperbolic__seed-02,unconstrained,uniform,hyperbolic,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.42675825022161
unconstrained__uniform__holdout-hyperbolic__seed-03,unconstrained,uniform,hyperbolic,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.299524707719684
unconstrained__uniform__holdout-hyperbolic__seed-04,unconstrained,uniform,hyperbolic,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.097611207515001
unconstrained__uniform__holdout-sinusoidal__seed-00,unconstrained,uniform,sinusoidal,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,c63643d1c39bbebb1e7602952c4224968c8ff89a,False,mps,19.97840225044638
unconstrained__uniform__holdout-sinusoidal__seed-01,unconstrained,uniform,sinusoidal,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,c63643d1c39bbebb1e7602952c4224968c8ff89a,False,mps,20.09164304099977
unconstrained__uniform__holdout-sinusoidal__seed-02,unconstrained,uniform,sinusoidal,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,c63643d1c39bbebb1e7602952c4224968c8ff89a,False,mps,19.226527291350067
unconstrained__uniform__holdout-sinusoidal__seed-03,unconstrained,uniform,sinusoidal,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,c63643d1c39bbebb1e7602952c4224968c8ff89a,False,mps,19.2292782086879
unconstrained__uniform__holdout-sinusoidal__seed-04,unconstrained,uniform,sinusoidal,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,c63643d1c39bbebb1e7602952c4224968c8ff89a,False,mps,19.25481416657567
unconstrained__uniform__holdout-stenosed__seed-00,unconstrained,uniform,stenosed,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.736032666638494
unconstrained__uniform__holdout-stenosed__seed-01,unconstrained,uniform,stenosed,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.976751458831131
unconstrained__uniform__holdout-stenosed__seed-02,unconstrained,uniform,stenosed,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.926286375150084
unconstrained__uniform__holdout-stenosed__seed-03,unconstrained,uniform,stenosed,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.735953958705068
unconstrained__uniform__holdout-stenosed__seed-04,unconstrained,uniform,stenosed,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.707859500311315
unconstrained__uniform__holdout-straight__seed-00,unconstrained,uniform,straight,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.710715167224407
unconstrained__uniform__holdout-straight__seed-01,unconstrained,uniform,straight,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.920889624394476
unconstrained__uniform__holdout-straight__seed-02,unconstrained,uniform,straight,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.957309916615486
unconstrained__uniform__holdout-straight__seed-03,unconstrained,uniform,straight,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.462669417262077
unconstrained__uniform__holdout-straight__seed-04,unconstrained,uniform,straight,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.126682667061687
